109	5	9	18	560	64673	2	3	4	0	0	0
108	5	156	28	52	376	18	19	20	0	0	0
88	5	24	12	52	9195	1	2	3	0	0	0
112	6	359	18	52	746	18	21	22	0	0	0
123	6	221	80	52	1171	19	17	22	0	0	0
81	5	60	80	52	12	1	2	3	0	0	0
103	5	433	35	52	441	16	17	18	0	0	0
93	5	14	18	52	8	4	5	6	0	0	0
86	5	73	35	52	13	1	2	3	0	0	0
96	5	114	27	52	79	1	3	4	0	0	0
131	6	1296	80	52	33	1	2	3	1	0	0
90	5	155	35	52	79	1	2	3	0	0	0
83	6	68	878	52	3475	3	4	5	0	0	0
119	6	292	18	52	788	15	16	17	0	0	0
93	4	79	12	52	306	1	2	3	1	0	0
125	5	181	28	52	1403	15	16	17	0	0	0
123	5	453	28	52	27	1	2	3	0	0	0
94	4	44	28	583	79	11	19	12	0	0	0
90	3	3	18	52	-1	1	3	4	0	0	0
105	6	27	18	52	1403	1	4	5	0	0	0
120	5	194	28	52	12	3	4	5	0	0	0
87	5	76	35	52	53009	19	20	21	0	0	0
91	5	39	35	52	763	1	2	3	0	0	0
131	7	1023	10752	52	4	22	23	24	0	0	0
101	5	111	28	52	79	1	2	3	0	0	0
106	6	11	35	52	-1	1	2	3	0	0	0
123	5	256	80	52	1302	1	2	4	0	0	0
97	6	119	35	52	711	1	2	3	0	0	0
88	5	893	28	52	7405	11	12	9	0	0	0
95	4	75	35	52	5	1	2	3	0	0	0
109	6	97	18	52	5	15	16	17	0	0	0
104	6	408	80	52	4	11	12	13	0	0	0
124	7	1352	80	52	12	44	45	9	0	0	0
88	4	173	35	52	9	2	3	4	0	0	0
97	6	1397	35	52	14	1	40	41	0	0	0
91	5	247	9648	52	5	1	2	3	0	0	0
98	5	73	35	52	33	8	2	3	0	0	0
109	4	35	18	52	2216	1	2	3	0	0	0
92	4	149	12	52	11600	17	18	19	0	0	0
87	4	117	35	52	508	12	13	14	0	0	0
88	4	14	18	52	1483	1	2	3	0	0	0
96	0	0	10749	52	6098	2	3	6	0	0	0
116	4	180	28	52	1171	1	2	3	0	0	0
90	4	47	28	52	3287	1	2	3	0	0	0
93	5	92	28	52	987	14	20	15	0	0	0
104	4	18	35	52	12	3	5	6	0	0	0
130	6	2258	12	52	33	3	4	5	0	0	0
132	6	933	12	52	441	1	2	3	1	0	0
111	5	14	35	52	7069	1	2	3	0	0	0
107	6	7	99	52	-1	-1	-1	-1	0	0	0
102	5	91	18	52	1171	1	2	3	0	0	0
90	7	4183	12	52	27	24	25	26	0	0	0
127	7	1348	18	52	240	20	21	24	0	0	0
183	6	1833	36	52	130	29	30	31	0	0	0
84	4	310	28	52	497	1	2	3	1	0	0
94	5	67	28	52	8411	1	2	3	0	0	0
101	5	650	28	52	27	1	2	3	0	0	0
99	6	946	28	52	79	1	2	3	1	0	0
115	6	27	35	52	8	5	6	7	0	0	0
99	0	0	10749	52	-1	3	4	5	0	0	0
95	6	1257	16	52	2	1	2	3	0	0	0
100	5	2235	12	52	4	12	13	14	0	0	0
87	4	422	35	52	306	7	8	9	0	0	0
106	6	3485	28	52	33	1	2	3	1	0	0
146	6	2011	18	52	27	18	19	20	0	0	0
130	7	57	80	52	5	1	5	6	0	0	0
99	6	98	18	52	9195	1	2	3	0	0	0
81	5	43	28	52	-1	19	20	22	0	0	0
84	6	111	35	52	9	8	9	10	0	0	0
87	5	363	35	52	79	1	2	3	0	0	0
98	6	304	28	52	306	18	19	20	0	0	0
83	5	1019	35	52	1607	28	29	30	0	0	0
103	6	132	18	52	7640	1	2	3	0	1	0
106	5	441	12	52	5	16	17	18	0	0	0
96	6	908	35	52	2527	10	11	12	0	0	0
124	6	436	28	52	4	10	14	12	0	0	0
113	6	125	80	52	694	1	3	4	0	0	0
97	6	7	18	52	1002	1	4	6	0	0	0
92	5	2109	12	52	13	1	2	3	0	0	0
102	5	260	35	52	5	10	11	12	0	0	0
111	7	433	35	52	60	4	5	6	1	0	0
95	7	81	35	52	12	11	23	24	0	0	0
119	5	1270	53	52	306	1	2	3	0	0	0
97	6	271	35	52	1002	17	18	25	0	0	0
118	5	200	53	52	763	17	11	12	0	0	0
115	6	1063	35	52	2	10	15	12	0	0	0
90	6	1078	28	52	12	10	11	12	0	0	0
108	6	1375	35	52	33	1	2	3	0	0	0
95	6	237	12	52	1156	1	2	3	0	0	0
101	7	1708	27	52	44	8	10	11	0	0	0
94	5	56	28	52	10210	4	5	6	0	0	0
